"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",-0.0210491909288648,-0.0310563530626925,-0.018787881949443,-0.0428345035958712,-0.00201153150455166,0.02366603064175,0.00957505027151831,-0.023567939412721,-0.01178755707144,-0.0322765590207315
"2",-0.0662580932245716,-0.0595666086348321,0.052285310652487,-0.0455264951949038,-0.050709780523417,-0.0334654043356432,-0.0571932991877739,-0.0774371096790941,-0.0288650235385314,-0.0554328774911007
"3",0.0341718852775133,0.0460881679768289,0.00525501042428833,0.0409450059391609,0.0283514952124008,0.0222929140049047,0.00115912234896156,0.00574434396150175,0.0134924079973099,0.0123087541842186
"4",0.0173055763588245,-0.0195549821931486,0.0277757178077458,-0.0100234428419578,0.0116939430116126,-0.0104194855936955,0.0202195944682242,0.00751921012957596,0.0111206266066111,-0.00709507013325039
"5",-0.0599695666794202,-0.063936520729521,-0.0274066787208289,-0.0878666905733657,-0.0365786104916769,-0.0459212149150829,-0.0380343195617751,-0.0723682146017302,-0.053439251608655,-0.0577347685042537
"6",0.0558917875276921,0.0216155466765684,0.0183091357283172,0.0249129712919876,0.00935515980902864,0.0542405610639774,0.00279572054229109,0.00278677509736618,0.0244219512887473,0.0330645623186982
"7",-0.0492704583120546,-0.0415902484185716,-0.00801927743317947,-0.0190533696265525,0.028221460518295,-0.00188231131753698,-0.0241610020085082,-0.0230911431501341,-0.0172454244178265,-0.0105934049578292
"8",0.112608541135291,0.129396506479037,0.0799812683828867,0.112137099305086,0.0567586479333519,0.140243232293363,0.128176393026414,0.112220803379479,0.118651596520368,0.11320651392005
"9",-0.0341102026691032,-0.0119105241027131,-0.000508021385060584,-0.00781364564155351,0.0500481190140532,0.000988905230457295,0.0284822395512967,-0.0282482905318042,-0.000445455070861462,-0.00853431618076176
"10",-0.00326036242063558,-0.0115545066961153,0.0251036909340651,0.0354414249356913,0.0280404818996501,0.0185842470181831,0.00237567561318009,0.00292211810597613,-0.00522518434695985,-0.00330913477763824
"11",-0.00940727904006988,-0.0112618307293753,0.00227077915486278,-0.0136985170204125,0.0197969792733271,-0.0159018707971369,0.000105447230604474,-0.0147366170444907,-0.00869129391515695,-0.0129691708288911
"12",0.0523445339825678,0.0378768375343668,0.0183619564768083,0.0291859190432022,0.0278262276822594,0.01959950515431,0.0219005355192502,0.0266189630816575,0.024341403744665,0.0162736933611505
"13",0.0892120121004559,0.0962066305333603,0.0758877870442821,0.0916248455181898,0.0480412264472988,0.095320322851967,0.0590168873510116,0.0698645276003005,0.0805364197149248,0.0999470344032896
"14",0.0163119595209032,0.0125289433771915,0.00734215572112778,0.0033051626138821,0.0261998955467734,0.0302863718334238,0.0177955593369044,0.000558296627324719,0.0215292737379925,0.011552722992168
"15",-0.024892205004785,-0.00576172080192849,-0.00519498041318509,-0.0114513623996899,0.0311380096765413,0.0105131369356463,-0.000706358863208364,-0.00644124955972263,0.000524455473883186,-0.00802453983164208
"16",-0.0142002843344244,-0.00862320800039684,-0.0353723537264937,0.0075015570903686,-0.00640925632953693,-0.0239836865561976,0.0160077010264428,-0.0154657534333237,-0.00743761310874621,-0.00248343079076739
"17",0.0674974468380096,0.0620798937473061,0.056397459220279,0.0762785958172878,0.0237380399316963,0.0985045909742997,0.0449212180389295,0.0599182609026448,0.0554974282660174,0.0823600101784711
"18",0.0241305179147693,0.0211646872718181,0.00618886363729827,0.0245168674379717,0.0266732809691812,0.0363108865477592,-0.002980375053793,0.0190831680074787,0.0152202677847415,0.0242502277592593
"19",0.0157144899405442,-0.011659214642825,-0.0219635115707679,-0.00334197570648992,-0.0127640763031982,0.0125706611176983,0.00107845451204072,-0.00570260711108962,-0.00625352959650946,-0.0163610182643953
"20",0.00200228125478585,-4.11588653946501e-05,0.0201188920069995,-0.016106858945513,0.00748199901234567,-0.000989084847095425,0.00472769080292081,-0.0103493374091509,-0.00421292317280612,-0.0151980156852646
"21",-0.0455102467749755,-0.0403131559550934,-0.0149849234303228,-0.0370996912475621,-0.0488647081450825,-0.0572668477496756,-0.0250822612690413,-0.0554804095360162,-0.0313846090471323,-0.0469663942042311
"22",0.043897635069758,0.0377661735402499,0.0801757718858652,0.0745146466165294,0.0390193541634331,0.0434983680369056,0.0492413131314461,0.0279447056414941,0.0465638688499868,0.051201860508655
"23",0.0783934017220796,0.0732835501929987,0.0654531890989104,0.0809582000275485,0.0514070226642316,0.0856487525072582,0.0327192060253011,0.0619355675057112,0.0766278584990768,0.081002649207196
"24",0.0433127748853108,0.0550416727023139,0.0267305218946756,0.0576171319449531,0.0509389733391396,0.0292051207354768,0.0300236478615116,0.0606132599608632,0.049342114405139,0.0399574861015093
"25",0.0137707249290559,0.0240797684646392,0.0535946517052893,0.055848607883977,0.0247323934601033,0.0242791037936277,-0.0231457450879478,0.0107290207783977,-0.00268190449735091,0.0219954803535497
"26",0.0886583064089422,0.118522215569255,0.0603500843479606,0.096687890572762,0.0827342856125006,0.0896468514281437,0.0697001879680955,0.0673489946400099,0.071169557302083,0.0641901669795272
"27",0.00994535539608815,0.0559048642390941,0.0712724142829094,0.0556924382755117,0.0520639403347246,0.0530312482076371,0.0454899631214574,0.0450079176176444,0.0597676867514586,0.0818244600358216
"28",-0.00865628988642286,0.0209484062302133,0.0265606839858856,-0.0463171437327311,-0.0598633220573862,-0.0152533584531246,0.00146276978229383,-0.0311419843231706,-0.00250898012264556,-0.0423763272744127
"29",0.0347954471727051,0.0233119471885155,0.0312419929378505,0.0395302769188194,0.0210466113553671,0.0651383910681543,0.0548827734687903,0.0526154589301002,0.048496711328374,0.0793331627945807
"30",-0.0323830357418556,0.0394006955746667,0.0193564894063278,0.00728775232764211,0.0132306386588733,0.0105950955304639,0.0027156058814097,0.0347221836744588,0.0050489640520725,0.0485688432027849
"31",-0.0558667733854136,-0.0570140767883513,-0.0619946153658924,-0.0492837890666383,0.0040078217077493,-0.0579521424305051,-0.0638479947806416,-0.0226998719217618,-0.0524788781741429,-0.06947813178376
"32",0.0586327067674311,0.0825136926293862,0.0619413957991963,0.0532238361612195,0.0962074364955416,0.0846852297680005,0.104410636842034,0.0581354761395041,0.0769332034994491,0.0473237139278667
"33",-0.0504752652641731,-0.0655405365933094,-0.0704793914013697,-0.0906213431493501,-0.080896444800056,-0.0446331081172234,-0.0538516371624848,-0.0727111889755612,-0.0939686618970438,-0.115301297254021
"34",0.0683293239445435,0.085237481702753,0.0660276776883529,0.0629724280297616,0.058859662998308,0.0574918253371202,0.0685421746300079,0.0515185277707881,0.0376709174867295,0.0717340605209045
"35",0.0324251584341214,0.00765716195385833,-0.0130685465504542,0.0228605575412889,0.0271793470299314,0.016402687044704,0.0209927367177817,0.0138212565936876,0.0201450316730001,0.0222866299093757
"36",-0.0279557298426614,-0.0261967191952504,-0.0326679438453521,-0.0372103047255571,-0.0191098046231201,-0.0338410066106263,-0.0258703467798616,-0.0254837688454994,-0.0255023931835022,-0.0261520665432131
"37",0.114546571866448,0.121339805352499,0.127516712005479,0.117167839349651,0.0961371549574925,0.151096906027589,0.165561581569527,0.106691238888566,0.126686386092402,0.142083970665547
"38",0.0245907891231232,0.0703457827384125,0.00542545990657943,0.065634147592419,-0.014143425671977,0.0366683914869219,0.0208920266726263,0.019079802963733,0.0448748777762685,0.0727495315467797
"39",0.0164464788534649,0.00281089968886531,0.0139593947708738,-0.0115375422681135,0.0140367246412648,0.0107061506601116,0.0403482383915619,0.0468189087694994,0.0305287619880141,0.00598940108100219
"40",0.0125173930005444,-0.0178319867742958,-0.019795287865178,-0.0125550442455184,-0.0255540135281954,-0.0389139130724093,-0.0176372308197768,-0.0051414084958653,-0.00987876191872795,-0.0189456644215551
"41",0.00286575860936679,-0.0128177082869177,0.00734932839088907,-0.000474240448416321,-0.00228291327622075,-0.000353666873833829,0.0117292495723466,0.00971329656587489,0.00863757005156312,-0.000888422377774166
"42",0.0103743757033837,0.0597145837462216,0.0562269514897417,0.0338120591628966,0.0222094672722601,0.0509758535636844,0.0476870640745254,0.0337749570979252,0.0565298431637501,0.053762254773763
"43",0.0365213002293305,0.0445795726591948,0.067806218619554,0.0241471661263328,0.00996702757129004,0.0454549817904973,0.0603468761521768,0.0259095019908962,0.0480029502074451,0.0409742335660743
"44",0.0460421493957407,0.000322611615313678,0.0138216975555466,0.0461315297578829,0.0251946758072078,0.0600019094075669,0.0507869123068523,0.03822679215514,0.0369671694868913,0.0393991781867021
"45",0.000709483357286214,-0.00191813792755462,0.0201112081797464,-0.0740783671721282,-0.00881981739178679,-0.0110137477918372,-0.0250892977426051,-0.0252050063711327,-0.0140311233287912,-0.0398725477511481
"46",-0.251081288359091,-0.20477031001173,-0.232404111383836,-0.215342767950976,-0.0891058910209738,-0.214403330628652,-0.21981903670209,-0.208287744887318,-0.203998427151437,-0.230430548833332
"47",-0.0726746856399241,-0.047353409839721,-0.0735625919019982,-0.0715418109602436,-0.011349203537956,-0.0605478889593446,-0.0802408145374159,-0.0398567907737673,-0.0849933437665291,-0.0872962417130486
"48",0.085908974843613,0.0659634177246887,0.0565888327503775,0.0496726054173697,0.0171355161835123,0.0855919471647918,0.103020881144214,0.0165694279533621,0.0829175921037863,0.0861227967634945
"49",0.0436131457592288,0.0616774894969433,0.104010095073315,0.103853193755849,0.088664544776681,0.061061514956782,0.0339451418840678,0.0153929658160358,0.0437655427002098,0.0488853972320969
"50",0.083370928842484,0.0486734601925951,0.0228346006606122,0.0547336852861146,-0.023914438108029,0.0652060065874654,0.0681077165168895,0.0480210201847675,0.0406713859705841,0.07699628339757
"51",-0.0485996762344496,-0.0206972623184143,-0.0370097218880104,-0.0162179227804342,-0.0316793778281378,-0.00537583462514596,-0.0209663988178275,-0.0368786178859596,-0.0226084822522254,-0.0305496043496398
"52",-0.00202757648606713,6.12286352272498e-06,0.000533562267708089,-0.0213703427546256,-0.0154548027894706,0.00640911578548275,0.0226793154503084,-0.00526404551621097,0.0150376225312374,0.00223352020723306
