"V1"
14
14
14
15
14
14
14
14
6
6
14
14
14
14
14
14
14
6
6
14
6
14
6
6
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
6
6
6
6
6
14
6
14
15
14
14
14
6
6
6
6
6
6
14
14
14
6
6
6
6
14
6
6
6
6
6
20
6
20
6
20
20
17
17
17
20
20
20
20
20
20
20
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
20
20
20
20
20
20
21
20
20
20
20
20
21
21
21
21
21
21
21
21
21
21
21
21
21
21
17
21
21
21
21
21
21
21
21
21
21
21
6
14
6
6
14
6
11
11
11
11
11
11
11
9
9
9
9
9
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
9
9
9
11
11
11
11
11
9
9
9
9
9
9
9
9
9
9
21
21
21
21
21
21
11
11
11
21
21
21
21
21
21
21
21
21
21
21
11
11
11
21
21
21
11
11
11
11
11
21
21
21
21
21
21
11
11
11
11
21
21
21
21
21
9
17
17
21
21
11
11
11
11
21
21
21
11
11
11
21
11
11
11
11
11
21
21
11
11
11
11
11
21
21
20
11
11
11
20
21
11
21
20
20
21
20
20
21
20
20
21
21
21
21
21
21
21
21
21
21
11
11
11
11
11
11
11
11
11
11
11
11
21
21
21
21
11
11
11
21
21
21
21
11
21
11
21
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
9
9
11
11
9
9
9
9
11
11
11
11
9
11
9
9
9
9
9
9
9
9
9
11
9
9
9
9
9
9
9
9
9
9
11
11
11
11
11
11
17
17
17
33
17
9
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
21
11
11
11
11
20
20
21
20
20
9
20
9
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
20
20
20
20
20
20
20
20
20
20
20
20
20
21
21
20
20
20
20
21
21
21
21
20
20
21
20
20
21
20
20
17
9
9
17
17
21
21
21
21
21
21
17
17
17
17
17
17
21
21
21
17
17
17
20
20
20
20
20
20
20
9
9
20
17
17
20
20
20
17
17
17
21
21
21
20
20
20
20
20
20
20
20
17
17
17
17
17
17
21
21
20
20
17
17
17
17
17
17
20
20
20
20
21
21
20
20
20
11
21
21
11
11
11
21
21
21
21
11
21
11
21
11
11
11
11
14
14
14
15
15
15
15
15
15
15
15
15
14
14
14
14
14
14
15
15
15
15
15
15
15
15
14
14
15
21
21
21
21
21
21
21
21
21
21
21
21
15
15
15
15
15
15
15
15
15
15
15
15
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
20
20
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
14
21
14
14
14
14
14
14
15
15
21
6
