"V1"
4
4
4
4
4
4
4
4
4
4
4
4
40
40
40
40
40
40
41
40
40
40
40
21
21
21
40
21
4
4
27
21
40
40
27
40
21
40
41
41
41
41
41
41
41
40
40
41
27
27
27
27
27
27
40
27
40
27
27
40
40
27
41
41
41
41
41
27
40
41
41
41
41
41
40
41
41
41
41
41
27
27
41
41
40
40
27
27
41
21
40
4
4
4
27
27
27
26
26
26
4
27
27
26
26
4
26
27
26
7
7
27
26
27
27
27
27
27
27
26
7
7
27
27
27
27
27
27
27
26
26
26
26
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
26
26
7
7
7
27
27
27
27
7
27
7
7
27
27
27
27
27
7
27
7
27
27
27
27
7
27
27
27
27
27
27
27
27
7
7
7
7
7
27
27
27
25
24
27
7
27
25
27
27
26
27
7
27
27
7
7
7
7
7
7
7
7
7
7
7
25
27
25
25
25
27
27
26
26
27
27
27
26
26
27
27
27
27
27
27
24
27
27
24
27
24
24
26
27
27
26
26
26
27
27
27
27
26
27
27
27
27
27
26
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
26
27
26
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
26
26
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
26
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
26
26
26
26
40
41
41
40
7
7
4
7
7
7
7
4
4
4
4
4
11
11
11
11
7
7
7
7
7
7
7
11
7
11
7
7
7
7
7
7
7
11
11
7
7
11
40
7
41
41
40
7
7
7
7
7
41
7
41
40
40
40
7
40
7
7
41
7
7
21
21
41
21
41
41
41
41
7
7
7
7
7
7
4
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
24
7
7
7
7
7
25
7
7
24
7
24
24
27
4
4
4
4
27
4
4
4
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
27
27
27
27
27
27
27
27
27
26
26
27
27
27
27
27
27
27
27
27
27
27
27
27
7
27
7
7
27
27
27
27
26
27
27
27
27
26
26
26
26
27
27
27
27
27
27
27
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
26
26
27
27
27
7
7
27
27
27
27
27
27
27
27
26
26
26
27
27
27
27
27
27
27
27
7
27
26
7
27
27
27
27
7
26
41
27
27
27
27
26
27
27
40
41
41
41
40
40
26
26
26
27
26
26
26
26
26
26
26
26
26
27
27
26
26
26
26
26
26
27
27
27
26
26
27
26
26
26
26
26
27
27
27
26
27
27
26
26
26
26
27
27
26
27
27
26
27
27
26
26
26
27
27
27
26
26
27
26
7
27
27
27
27
27
27
27
27
26
26
26
27
27
27
27
27
27
27
27
27
27
27
25
24
27
27
25
27
27
27
27
24
24
24
27
27
27
27
27
27
27
27
27
27
27
27
24
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
26
26
27
27
27
27
27
27
27
27
27
26
27
27
27
26
26
26
26
26
26
26
24
27
26
26
27
27
27
4
4
4
4
4
4
4
4
4
4
4
7
7
4
7
7
7
7
24
7
4
4
4
25
27
4
24
24
24
24
25
24
24
27
27
27
27
27
24
27
27
7
27
27
7
7
7
7
7
7
27
7
27
7
26
26
